id,name
nm1571761,Sian Heder
nm0000570,Alan Parker
nm0003593,Fred Zinnemann
nm1417038,Haruo Sotozaki
nm0695937,Otto Preminger
nm0541149,Rouben Mamoulian
nm0001081,Cameron Crowe
nm0215455,Ronnie Del Carmen
nm0001603,Sam Peckinpah
nm0712947,Nicholas Ray
nm0083348,Brad Bird
nm0684342,Jan Pinkava
nm0213450,Dean DeBlois
nm0761498,Chris Sanders
nm0000485,Fritz Lang
nm0798899,David Silverman
nm0001661,Rob Reiner
nm0534856,Madhavan
nm0181902,George P. Cosmatos
nm0418883,Kevin Jarre
nm0138809,John Carney
nm0001425,Krzysztof Kieslowski
nm0000186,David Lynch
